University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Wisconsin Stout,https://www.uwstout.edu/life-stout/student-services/student-health-services,,,,,,,,,,,,,,,0
University of Wisconsin Superior,https://www.uwsuper.edu/shcs,2,"['https://www.uwsuper.edu/shcs/physicalhealth/arcw.cfm', 'https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm']",1567,80.01,4.82,4,2,2,0.031,0.476,0.355,"[-1, -1]",1,"['https://www.uwsuper.edu/shcs', 'https://www.uwsuper.edu/shcs/physicalhealth/hcc.cfm']",1
University of Wisconsin Madison,https://www.uhs.wisc.edu,,,,,,,,,,,,,,,0
University of Wisconsin Milwaukee,https://uwm.edu/norris,,,,,,,,,,,,,,,0
University of Wisconsin Platteville,https://www.uwplatt.edu/university-services,,,,,,,,,,,,,,,0
University of Wisconsin River Falls,https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices,1,['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm'],764,74.45,5.71,6,3,3,0.053,0.61,0.148,[-1],1,"['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices', 'https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm']",1
University of Wisconsin Stevens Point,https://www.uwsp.edu/stuhealth/Pages,10,"['https://www.uwsp.edu/stuhealth/Pages/Condom-Fairy-Sign-Up.aspx', 'https://www.uwsp.edu/stuhealth/Pages/WhoWeAre.aspx', 'https://www.uwsp.edu/stuhealth/Pages/HPV2.aspx', 'https://www.uwsp.edu/stuhealth/Pages/HPV1.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/Sexual-Health.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/LGBTQ.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/Transgender-Care.aspx', 'https://www.uwsp.edu/stuhealth/Pages/STI.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Patient%20Information/Family-Planning.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/General%20Health%20Information.aspx']",9917,69.88,7.16,100,70,30,0.12,0.524,0.228,"['Mon, 17 Aug 2020 03:11:07 GMT', 'Mon, 17 Aug 2020 03:11:07 GMT', 'Mon, 17 Aug 2020 03:11:08 GMT', 'Mon, 17 Aug 2020 03:11:08 GMT', 'Mon, 17 Aug 2020 03:11:08 GMT', 'Mon, 17 Aug 2020 03:11:09 GMT', 'Mon, 17 Aug 2020 03:11:09 GMT', 'Mon, 17 Aug 2020 03:11:09 GMT', 'Mon, 17 Aug 2020 03:11:10 GMT', 'Mon, 17 Aug 2020 03:11:10 GMT']",1,"['https://www.uwsp.edu/stuhealth/Pages', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/LGBTQ.aspx']",1
University of Wyoming,http://www.uwyo.edu/shser,,,,,,,,,,,,,,,0
Purdue University Main Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,0
New College of Florida,https://www.ncf.edu/cwc/student-health-services,,,,,,,,,,,,,,,0
Pennsylvania College of Technology,https://www.pct.edu/campus-life/college-health-services,1,['https://www.pct.edu/campus-life/college-health-services'],1167,70.49,6.2,1,1,0,0.023,0.495,0.047,"['Sun, 16 Aug 2020 17:10:56 GMT']",0,['https://www.pct.edu/campus-life/college-health-services'],1
California State University San Marcos,https://www.csusm.edu/shcs,8,"['https://www.csusm.edu/shcs/fpact/services.html', 'https://www.csusm.edu/shcs/medicalservices/women.html', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/healthhistory2019.pdf', 'http://www.csusm.edu/shcs/medicalservices/medicalservice-files/thepatchfactsheet.doc']",870,78.27,4.6,4,2,2,0.034,0.496,0.275,"[-1, -1, 'Thu, 14 Sep 2017 15:56:46 GMT', 'Thu, 14 Sep 2017 15:56:45 GMT', 'Mon, 16 Sep 2019 23:10:07 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:47 GMT', -1]",1,"['https://www.csusm.edu/shcs', 'https://www.csusm.edu/shcs/medicalservices/women.html']",1
University of Washington Tacoma Campus,https://www.tacoma.uw.edu/student-health-services,1,['https://www.tacoma.uw.edu/student-health-services/sexually-transmitted-diseases-stds'],1430,73.94,7.13,4,2,2,0.034,0.285,0.314,"['Mon, 17 Aug 2020 03:13:59 GMT']",-1,[],1
Arizona State University West,https://eoss.asu.edu/health,,,,,,,,,,,,,,,0
California State University Monterey Bay,https://csumb.edu/health,1,['https://csumb.edu/health/medical-services-available-chc/'],507,62.77,9.83,2,1,1,0.023,0.487,0.066,[-1],1,"['https://csumb.edu/health', 'https://csumb.edu/health/medical-services-available-chc']",1
Arizona State University Polytechnic,https://eoss.asu.edu/health,,,,,,,,,,,,,,,0
Florida Gulf Coast University,https://www.fgcu.edu/studentlife/studenthealth,,,,,,,,,,,,,,,0
California State University Channel Islands,https://www.csuci.edu/studenthealth,3,"['https://www.csuci.edu/studenthealth/resources.htm', 'https://www.csuci.edu/studenthealth/our-services.htm']",561,19.39,15.69,2,1,1,0.035,0.775,0.07,"[-1, -1, 'Tue, 26 May 2020 15:19:58 GMT']",1,"['https://www.csuci.edu/studenthealth', 'https://www.csuci.edu/studenthealth/resources.htm']",1
University of California Merced,https://health.ucmerced.edu,8,"['https://health.ucmerced.edu/services/mens-health', 'https://health.ucmerced.edu/news/2018/pre-exposure-prophylaxis-prep-hiv-prevention', 'https://health.ucmerced.edu/services/womens-health', 'https://health.ucmerced.edu/sites/health.ucmerced.edu/files/page/documents/ncha_2008_survey_0.pdf', 'https://health.ucmerced.edu/sites/health.ucmerced.edu/files/page/documents/fall_2011_ncha.pdf']",4245,80.12,5.98,36,22,14,0.072,0.554,0.214,"['Mon, 17 Aug 2020 03:14:44 GMT', 'Mon, 17 Aug 2020 03:14:45 GMT', 'Wed, 26 Apr 2017 17:09:14 GMT', 'Mon, 17 Aug 2020 01:50:48 GMT', 'Thu, 01 Mar 2018 23:30:28 GMT', 'Thu, 01 Mar 2018 23:29:14 GMT', 'Thu, 01 Mar 2018 23:30:14 GMT', 'Thu, 01 Mar 2018 23:29:52 GMT']",1,"['https://health.ucmerced.edu', 'https://health.ucmerced.edu/services/womens-health']",1
Georgia Gwinnett College,https://www.ggc.edu/student-life/student-services/health-services,1,['https://www.ggc.edu/student-life/student-services/health-services/'],1650,58.57,8.19,4,2,2,0.028,0.628,0.098,[-1],1,"['https://www.ggc.edu/student-life/student-services/health-services', 'https://www.ggc.edu/student-life/student-services/health-services/']",1
University of South Florida St Petersburg,https://www.usf.edu/student-affairs/student-health-services,10,"['https://www.usf.edu/student-affairs/student-health-services/services/sexualhealth.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/genital-herpes.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/syphilis.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/prevent-hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/gonorrhea.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/contraceptives.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/chlamydia.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hiv.aspx']",5924,83.13,4.51,23,14,9,0.062,0.544,0.124,"[-1, -1, -1, -1, -1, -1, -1, 'Mon, 17 Feb 2014 14:44:26 GMT', -1, -1]",2,"['https://www.usf.edu/student-affairs/student-health-services', 'https://www.usf.edu/student-affairs/student-health-services/services/index.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sexualhealth.aspx']",1
University of South Florida Sarasota Manatee,https://www.sarasotamanatee.usf.edu/campus-life/health-and-safety/counseling-and-wellness-center,,,,,,,,,,,,,,,0
Augusta University,https://www.augusta.edu/shs,7,"['https://www.augusta.edu/shs/safe_sex_supplies.php', 'https://www.augusta.edu/shs/mens-sexual-health.php', 'https://www.augusta.edu/shs/birth-control-methods.php', 'https://www.augusta.edu/shs/onlineresources.php', 'https://www.augusta.edu/shs/blog.php', 'https://www.augusta.edu/shs/womens-health.php']",12347,79.1,4.74,41,28,13,0.08,0.514,0.16,"[-1, 'Tue, 26 Feb 2019 16:20:34 GMT', -1, -1, -1, -1, -1]",2,"['https://www.augusta.edu/shs', 'https://www.augusta.edu/shs/flu.php', 'https://www.augusta.edu/shs/onlineresources.php']",1
Middle Georgia State University,https://www.mga.edu/health-clinic,1,['https://www.mga.edu/health-clinic/health-topics.php'],5779,56.73,10.35,7,4,3,0.052,0.468,0.172,[-1],1,"['https://www.mga.edu/health-clinic', 'https://www.mga.edu/health-clinic/health-topics.php']",1
University of North Georgia,https://ung.edu/student-health-services,,,,,,,,,,,,,,,0
University of North Texas at Dallas,https://studentaffairs.unt.edu/student-health-and-wellness-center,10,"['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/condom-club', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/take-precautions-against-zika-virus-when-traveling', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/dont-forget-these-important-items-for-move-in', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/meadows-center-health-resources', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/what-to-bring-to-college', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/summer-brings-more-mosquitoes-take-necessary-precautions', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/coronavirus-appointment-updates']",9277,65.45,8.26,64,42,22,0.086,0.571,0.085,"['Mon, 17 Aug 2020 02:15:55 GMT', 'Mon, 17 Aug 2020 02:44:58 GMT', 'Mon, 17 Aug 2020 02:11:14 GMT', 'Mon, 17 Aug 2020 02:44:59 GMT', 'Mon, 17 Aug 2020 02:45:00 GMT', 'Mon, 17 Aug 2020 02:45:01 GMT', 'Mon, 17 Aug 2020 02:45:01 GMT', 'Mon, 17 Aug 2020 02:45:01 GMT', 'Mon, 17 Aug 2020 02:45:02 GMT', 'Mon, 17 Aug 2020 02:07:59 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education']",1
Kennesaw State University,https://studenthealth.kennesaw.edu,,,,,,,,,,,,,,,0
Purdue University Northwest,https://www.pnw.edu/health-care-facilities,,,,,,,,,,,,,,,0
