University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
SUNY College at Geneseo,https://www.geneseo.edu/health,18,"['https://www.geneseo.edu/health/sexual_health', 'https://www.geneseo.edu/health/contraceptive_options', 'https://www.geneseo.edu/health/faq', 'https://www.geneseo.edu/health/first_gyno_exam', 'https://www.geneseo.edu/health/sexual_health_links', 'https://www.geneseo.edu/health/other_sexual_health', 'https://www.geneseo.edu/health/sexualhealth_college', 'https://www.geneseo.edu/health/because_its_your_health9', 'https://www.geneseo.edu/health/hot_topics', 'https://www.geneseo.edu/health/ecp_resources', 'https://www.geneseo.edu/health/health_services_home', 'https://www.geneseo.edu/health/sexual-misconduct-medical-crisis-services', 'https://www.geneseo.edu/health/emergency-info', 'https://www.geneseo.edu/health/sti', 'https://www.geneseo.edu/health/pre-exposure-prophyslaxis-prep', 'https://www.geneseo.edu/health/hs_services', 'https://www.geneseo.edu/health/healthy-geneseo', 'https://www.geneseo.edu/health/mens_health']",31630,70.87,7.26,333,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,8,0,2,4,0,1,0,6,6,0,33,0,0,0,0,0,0,29,8,0,0,1,1,122,55,0.048,0.552,0.139,"['Fri, 18 Sep 2020 19:39:48 GMT', 'Fri, 18 Sep 2020 20:12:02 GMT', 'Fri, 18 Sep 2020 23:07:27 GMT', 'Fri, 18 Sep 2020 23:09:33 GMT', 'Fri, 18 Sep 2020 21:46:19 GMT', 'Fri, 18 Sep 2020 21:16:04 GMT', 'Fri, 18 Sep 2020 23:12:34 GMT', 'Sat, 19 Sep 2020 00:55:53 GMT', 'Sat, 19 Sep 2020 00:55:53 GMT', 'Sat, 19 Sep 2020 00:55:54 GMT', 'Fri, 18 Sep 2020 20:25:34 GMT', 'Sat, 19 Sep 2020 00:55:55 GMT', 'Fri, 18 Sep 2020 23:12:34 GMT', 'Sat, 19 Sep 2020 00:55:57 GMT', 'Fri, 18 Sep 2020 21:16:10 GMT', 'Fri, 18 Sep 2020 19:40:12 GMT', 'Fri, 18 Sep 2020 23:58:22 GMT', 'Sat, 19 Sep 2020 00:55:58 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/sexual_health_links']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,3,"['https://www.newpaltz.edu/healthcenter/gynecologic-health/', 'https://www.newpaltz.edu/healthcenter/community.html', 'https://www.newpaltz.edu/healthcenter/links.html']",1785,69.43,7.13,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.055,0.583,0.18,"['Fri, 18 Sep 2020 14:34:50 GMT', 'Fri, 18 Sep 2020 14:34:22 GMT', 'Fri, 18 Sep 2020 14:34:24 GMT']",1,"['https://www.newpaltz.edu/healthcenter', 'https://www.newpaltz.edu/healthcenter/gynecologic-health/']",1
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,7,"['https://suny.oneonta.edu/health-wellness-center/services-and-fees', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/medications', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/fees-expenses-and-insurance', 'https://suny.oneonta.edu/health-wellness-center/student-rights-responsibilities', 'https://suny.oneonta.edu/health-wellness-center/resources/when-seek-medical-attention', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/sti-testing', 'https://suny.oneonta.edu/health-wellness-center/resources/gay-lesbian-bisexual-transgender-glbt-students']",13191,61.89,8.71,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.034,0.63,0.091,"['Sat, 19 Sep 2020 00:46:29 GMT', 'Sat, 19 Sep 2020 00:56:41 GMT', 'Sat, 19 Sep 2020 00:56:42 GMT', 'Sat, 19 Sep 2020 00:56:42 GMT', 'Sat, 19 Sep 2020 00:56:43 GMT', 'Sat, 19 Sep 2020 00:56:44 GMT', 'Sat, 19 Sep 2020 00:56:45 GMT']",1,"['https://suny.oneonta.edu/health-wellness-center', 'https://suny.oneonta.edu/health-wellness-center/student-rights-responsibilities']",1
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,2,"['https://www.oswego.edu/walker-health-center/our-services-and-eligibility-information', 'https://www.oswego.edu/walker-health-center/gyt']",1815,74.77,5.83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.014,0.588,0.2,"['Sat, 19 Sep 2020 00:57:28 GMT', 'Sat, 19 Sep 2020 00:57:28 GMT']",1,"['https://www.oswego.edu/walker-health-center', 'https://www.oswego.edu/walker-health-center/our-services-and-eligibility-information']",1
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,3,"['https://www.potsdam.edu/studentlife/wellness/healthservices/services', 'https://www.potsdam.edu/studentlife/wellness/healthservices/health-educationresources', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services/pharmacy-fee']",1949,71.38,6.25,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.027,0.596,0.147,"['Sat, 19 Sep 2020 00:57:53 GMT', 'Fri, 18 Sep 2020 23:12:58 GMT', 'Fri, 18 Sep 2020 11:55:04 GMT']",1,"['https://www.potsdam.edu/studentlife/wellness/healthservices', 'https://www.potsdam.edu/studentlife/wellness/healthservices/health-educationresources']",1
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,1,['https://www.purchase.edu/offices/health-services/available-services/'],562,68.48,6.97,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.529,0.182,"['Fri, 18 Sep 2020 07:45:02 GMT']",1,"['https://www.purchase.edu/offices/health-services', 'https://www.purchase.edu/offices/health-services/available-services/']",1
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,1,['https://www.oldwestbury.edu/life/student-health/services'],468,62.31,7.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.488,0.236,"['Sat, 19 Sep 2020 00:58:12 GMT']",1,"['https://www.oldwestbury.edu/life/student-health', 'https://www.oldwestbury.edu/life/student-health/services']",1
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,2,"['https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center/medical-services.html', 'https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center/students.html']",3204,80.15,4.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.522,0.052,"[-1, -1]",1,"['https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center', 'https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center/students.html']",1
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,16,"['https://healthservices.appstate.edu/index.php?module=pagesmith&id=114', 'https://healthservices.appstate.edu/womenshealth', 'https://healthservices.appstate.edu/pagesmith/163', 'https://healthservices.appstate.edu/pagesmith/167', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/index.php?module=pagesmith&id=113', 'https://healthservices.appstate.edu/pagesmith/137', 'https://healthservices.appstate.edu/pagesmith/228', 'https://healthservices.appstate.edu/index.php?module=pagesmith&id=117', 'http://healthservices.appstate.edu/files/filecabinet/folder14/Depo_Provera_Student_Information_Sheet.pdf', 'https://healthservices.appstate.edu/pagesmith/165', 'https://healthservices.appstate.edu/pagesmith/170', 'https://healthservices.appstate.edu/pagesmith/166']",7951,72.96,6.69,346,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,9,0,0,0,1,1,0,0,10,0,3,0,0,1,0,0,0,12,6,0,0,0,0,162,90,0.058,0.553,0.169,"[-1, -1, -1, -1, -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1, -1, -1, -1, 'Wed, 09 Dec 2015 16:05:51 GMT', -1, -1, -1, -1]",1,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/228']",1
East Carolina University,https://studenthealth.ecu.edu,15,"['https://studenthealth.ecu.edu/reproductive/', 'https://studenthealth.ecu.edu/pharmacy/', 'https://studenthealth.ecu.edu/general-medical/', 'https://studenthealth.ecu.edu/main-campus-services/', 'https://studenthealth.ecu.edu/faqs/', 'https://studenthealth.ecu.edu/wp-content/pv-uploads/sites/163/2018/06/sorethroat.pdf', 'https://studenthealth.ecu.edu/appointments/', 'https://studenthealth.ecu.edu/myths/', 'https://studenthealth.ecu.edu/ways-to-receive-care/', 'https://studenthealth.ecu.edu/wp-content/pv-uploads/sites/163/2018/06/STI.pdf']",17213,65.98,8.81,77,11,4,0,0,0,2,0,2,0,0,0,0,2,0,3,0,0,4,9,8,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,0,5,3,0,0,11,2,2,1,0.053,0.55,0.146,-1,-1,[],1
Elizabeth City State University,http://www.ecsu.edu/current-students/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fayetteville State University,https://www.uncfsu.edu/faculty-and-staff/divisions-departments-and-offices/division-of-student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina A & T State University,https://www.ncat.edu/campus-life/student-affairs/departments/health-services,3,"['https://www.ncat.edu/campus-life/student-affairs/departments/health-services/pharmacy/index.php', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/pharmacy/pharmacy-faqs.php', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/health-services-resources.php']",1514,84.09,4.72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.687,-0.059,"[-1, -1, -1]",1,"['https://www.ncat.edu/campus-life/student-affairs/departments/health-services', 'https://www.ncat.edu/campus-life/student-affairs/departments/health-services/health-services-resources.php']",1
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,4,"['https://healthandcounseling.unca.edu/health-services/contraception/', 'https://healthandcounseling.unca.edu/health-services/medical-services-we-can-provide/', 'https://healthandcounseling.unca.edu/health-services/over-the-counter-medicine/', 'https://healthandcounseling.unca.edu/health-services/sexually-transmitted-infection-screening/']",1796,28.86,15.28,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0.045,0.616,0.069,"[-1, -1, -1, -1]",1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/over-the-counter-medicine/']",1
University of North Carolina at Chapel Hill,https://campushealth.unc.edu,25,"['https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant/pre-insertion-instructions', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/pill-patch-and-ring', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control', 'https://campushealth.unc.edu/sites/campushealth.unc.edu/files/documents/IUD2019.pdf', 'https://campushealth.unc.edu/', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception', 'https://campushealth.unc.edu/charges-insurance', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/emergency-contraception-faq', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/options-emergency-contraception', 'https://campushealth.unc.edu/oral-contraceptive-pill-patient-education-video', 'https://campushealth.unc.edu/services/pharmacy/pharmacy-faqs', 'https://campushealth.unc.edu/services/pharmacy', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/condoms', 'https://campushealth.unc.edu/services/gynecology/annual-exam-and-pap-smear', 'https://campushealth.unc.edu/services/gynecology', 'https://campushealth.unc.edu/services/gynecology/annual-exam-and-pap-smear/about-your-colposcopy/your-colposcopy', 'https://campushealth.unc.edu/services/gynecology/annual-exam-and-pap-smear/about-your-colposcopy', 'https://campushealth.unc.edu/services/gynecology/annual-exam-and-pap-smear/about-your-colposcopy/during-your-colposcopy', 'https://campushealth.unc.edu/services/gynecology/annual-exam-and-pap-smear/about-your-colposcopy/after-your-colposcopy', 'https://campushealth.unc.edu/services/primary-care/testing-sexually-transmitted-infections-and-diseases-stistd', 'https://campushealth.unc.edu/services/medical-academic-interventions/academic-intervention-contact']",34830,73.93,6.57,392,56,54,0,18,1,5,4,5,5,5,0,0,6,1,5,0,0,0,1,46,0,1,13,0,6,0,4,8,0,0,0,0,0,0,0,0,42,5,0,0,1,0,75,25,0.116,0.579,0.109,"['Sat, 19 Sep 2020 01:01:07 GMT', 'Sat, 19 Sep 2020 01:01:09 GMT', 'Sat, 19 Sep 2020 00:58:35 GMT', 'Sat, 19 Sep 2020 01:01:11 GMT', 'Fri, 11 Jan 2019 18:58:40 GMT', 'Tue, 17 Sep 2019 21:05:38 GMT', 'Sat, 19 Sep 2020 00:40:46 GMT', 'Tue, 17 Sep 2019 20:39:21 GMT', 'Sat, 19 Sep 2020 01:01:14 GMT', 'Sat, 19 Sep 2020 01:01:17 GMT', 'Sat, 19 Sep 2020 01:01:20 GMT', 'Sat, 19 Sep 2020 01:01:22 GMT', 'Sat, 19 Sep 2020 01:01:24 GMT', 'Sat, 19 Sep 2020 01:01:25 GMT', 'Sat, 19 Sep 2020 01:01:27 GMT', 'Sat, 19 Sep 2020 01:01:28 GMT', 'Sat, 19 Sep 2020 01:01:30 GMT', 'Sat, 19 Sep 2020 01:00:13 GMT', 'Sat, 19 Sep 2020 01:01:31 GMT', 'Sat, 19 Sep 2020 01:01:33 GMT', 'Sat, 19 Sep 2020 01:01:35 GMT', 'Sat, 19 Sep 2020 01:01:36 GMT', 'Sat, 19 Sep 2020 01:01:38 GMT', 'Sat, 19 Sep 2020 01:01:39 GMT', 'Sat, 19 Sep 2020 01:01:41 GMT']",0,['https://campushealth.unc.edu'],1
University of North Carolina at Charlotte,https://studenthealth.uncc.edu,3,"['https://studenthealth.uncc.edu/payments', 'https://studenthealth.uncc.edu/medical', 'https://studenthealth.uncc.edu/general-information/message-about-zika-virus/zika-faqs']",2117,63.6,7.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.012,0.626,0.022,-1,1,"['https://studenthealth.uncc.edu', 'https://studenthealth.uncc.edu/payments']",1
University of North Carolina at Greensboro,https://shs.uncg.edu,19,"['https://shs.uncg.edu/contraception-birth-control-methods', 'https://shs.uncg.edu/taking-oral-contraceptive-pills-ocps', 'https://shs.uncg.edu/womens-health', 'https://shs.uncg.edu/pregnancy-testing', 'https://shs.uncg.edu/women-3/gyn', 'https://shs.uncg.edu/womens-clinic', 'https://shs.uncg.edu/wp-content/uploads/MedicalHistoryFormSingle.pdf', 'http://shs.uncg.edu/wp-content/uploads/medicalhistory.pdf', 'https://shs.uncg.edu/rx', 'https://shs.uncg.edu/old-pagepharmacy/otc/gyn', 'https://shs.uncg.edu/old-pagepharmacy/otc/complete', 'https://shs.uncg.edu/human-papillomavirus-hpv', 'https://shs.uncg.edu/pelvic-inflammatory-disease-pid', 'https://shs.uncg.edu/trichomoniasis-trich', 'https://shs.uncg.edu/bacterial-vaginosis-bv', 'https://shs.uncg.edu/women-3/pelvic']",7629,72.8,6.66,135,27,6,0,0,0,2,4,0,0,0,0,0,6,0,4,0,0,0,2,0,0,0,1,0,2,0,6,1,8,5,0,0,2,0,3,6,5,1,0,0,1,0,24,19,0.076,0.592,0.129,"[-1, -1, -1, -1, -1, -1, 'Thu, 10 Jan 2019 14:10:09 GMT', 'Tue, 22 May 2018 17:29:16 GMT', 'Tue, 07 Aug 2018 18:24:56 GMT', -1, -1, -1, 'Thu, 02 Feb 2017 15:26:27 GMT', -1, -1, -1, -1, -1, -1]",1,"['https://shs.uncg.edu', 'https://shs.uncg.edu/rx']",1
North Carolina Central University,https://www.nccu.edu/life-nc-central/health-and-well-being/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina State University at Raleigh,https://healthypack.dasa.ncsu.edu,17,"['https://healthypack.dasa.ncsu.edu/care-provided/womens-health/contraception/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/', 'https://healthypack.dasa.ncsu.edu/wp-content/uploads/sites/15/2018/08/2018-2019-Charge-List.pdf', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/annual-well-woman-visit/', 'https://healthypack.dasa.ncsu.edu/appointments/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/pregnancy-testing/', 'https://healthypack.dasa.ncsu.edu/med-safe-drop-box/', 'https://healthypack.dasa.ncsu.edu/care-provided/', 'https://healthypack.dasa.ncsu.edu/health-resources/rape-andor-sexual-assault-resources/', 'https://healthypack.dasa.ncsu.edu/how-to-stay-safe-over-spring-break-so-that-you-have-fun/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/abnormal-pap-smears/', 'https://healthypack.dasa.ncsu.edu/care-provided/hivsti-testing/', 'https://healthypack.dasa.ncsu.edu/health-resources/hivsti-testing-prevention/', 'https://healthypack.dasa.ncsu.edu/care-provided/pharmacy/']",11433,69.98,7.38,205,24,15,0,6,0,1,2,1,0,0,0,0,2,4,4,0,0,0,9,9,0,0,6,4,7,0,1,1,6,9,1,0,2,0,0,4,1,1,0,0,16,4,46,19,0.084,0.55,0.187,"[-1, -1, 'Thu, 01 Feb 2018 20:21:44 GMT', 'Mon, 13 Aug 2018 12:42:41 GMT', 'Wed, 02 Jan 2019 15:49:36 GMT', -1, -1, -1, -1, 'Mon, 22 Jul 2019 15:31:00 GMT', -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthypack.dasa.ncsu.edu', 'https://healthypack.dasa.ncsu.edu/care-provided/pharmacy/']",1
University of North Carolina Wilmington,https://uncw.edu/healthservices,16,"['https://uncw.edu/healthservices/shc_faqs.html', 'http://uncw.edu/healthservices/Immunization_Medical%20History%20Packet%2012-2016.pdf', 'https://uncw.edu/healthservices/documents/InstructionSheet-YeastVaginitis512.pdf', 'https://uncw.edu/healthservices/documents/Form-HealthHistory2009.pdf', 'https://uncw.edu/healthservices/pharmacy.html', 'https://uncw.edu/healthservices/condomline-up.html', 'https://uncw.edu/healthservices/promotion_programs.html', 'https://uncw.edu/healthservices/condombingo.html', 'https://uncw.edu/healthservices/shc_services.html', 'https://uncw.edu/healthservices/promotion_consultations.html', 'https://uncw.edu/healthservices/documents/InstructionSheet-GonorrheaUrethritis512.pdf']",3156,81.89,4.65,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,0.03,0.551,0.162,"[-1, -1, -1, -1, -1, 'Mon, 04 May 2020 12:39:00 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://uncw.edu/healthservices', 'https://uncw.edu/healthservices/pharmacy.html']",1
University of North Carolina at Pembroke,https://www.uncp.edu/campus-life/student-health-services,5,"['https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/birth-control', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/programs', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/stds-and-stis', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health/tools']",4139,71.59,6.21,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,21,0.058,0.514,0.174,"['Sat, 19 Sep 2020 01:08:24 GMT', 'Sat, 19 Sep 2020 01:08:25 GMT', 'Sat, 19 Sep 2020 01:08:26 GMT', 'Sat, 19 Sep 2020 01:08:27 GMT', 'Sat, 19 Sep 2020 01:08:29 GMT']",2,"['https://www.uncp.edu/campus-life/student-health-services', 'https://www.uncp.edu/campus-life/student-health-services/general-health', 'https://www.uncp.edu/campus-life/student-health-services/general-health/sexual-health']",1
Winston Salem State University,https://www.wssu.edu/student-life/university-wellness-center,6,"['https://www.wssu.edu/student-life/university-wellness-center/health-services/index.html', 'https://www.wssu.edu/student-life/university-wellness-center/health-services/_files/documents/otc-price-comparison.pdf', 'https://www.wssu.edu/student-life/university-wellness-center/healthy-rams-for-life.html', 'https://www.wssu.edu/student-life/university-wellness-center/health-services/services-we-offer.html']",1499,68.38,6.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.01,0.7,0.028,"[-1, 'Tue, 15 Sep 2020 17:28:38 GMT', 'Tue, 15 Sep 2020 17:28:38 GMT', 'Tue, 15 Sep 2020 17:28:38 GMT', -1, -1]",1,"['https://www.wssu.edu/student-life/university-wellness-center', 'https://www.wssu.edu/student-life/university-wellness-center/healthy-rams-for-life.html']",1
Western Carolina University,https://www.wcu.edu/experience/health-and-wellness/health-services,1,['https://www.wcu.edu/experience/health-and-wellness/health-services/index.aspx'],1777,71.21,5.82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.515,0.133,[-1],1,"['https://www.wcu.edu/experience/health-and-wellness/health-services', 'https://www.wcu.edu/experience/health-and-wellness/health-services/index.aspx']",1
Dickinson State University,https://www.dickinsonstate.edu/student-services/student-resource-and-opportunity-soar-center/health-wellness-and-safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mayville State University,https://mayvillestate.edu/student-resources/health-services,1,['https://mayvillestate.edu/student-resources/health-services/services/'],358,8.97,15.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.003,0.73,0.01,[-1],1,"['https://mayvillestate.edu/student-resources/health-services', 'https://mayvillestate.edu/student-resources/health-services/services/']",1
Minot State University,https://www.minotstateu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Dakota,https://und.edu/student-life/student-health,3,"['https://und.edu/student-life/student-health/', 'https://und.edu/student-life/student-health/medical-services.html']",2746,85.63,3.67,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.705,0.207,"[-1, 'Tue, 21 Jul 2020 02:28:14 GMT', -1]",0,['https://und.edu/student-life/student-health'],1
North Dakota State University Main Campus,https://www.ndsu.edu/studenthealthservice,6,"['https://www.ndsu.edu/studenthealthservice/healthpromotion/sexually_transmitted_diseases_stds/', 'https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/', 'https://www.ndsu.edu/studenthealthservice/services/clinical_services/', 'https://www.ndsu.edu/studenthealthservice/telehealth_services/', 'https://www.ndsu.edu/studenthealthservice/sexual_assault_prevention_and_advocacy/get_help/', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/sexual_health/junk_mail/']",4771,54.7,10.21,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.039,0.525,0.178,"[-1, -1, -1, -1, -1, -1]",1,"['https://www.ndsu.edu/studenthealthservice', 'https://www.ndsu.edu/studenthealthservice/telehealth_services/']",1
