University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Wisconsin Parkside,https://www.uwp.edu/live/services/studenthealth,2,"['https://www.uwp.edu/live/services/studenthealth/healthservices.cfm', 'https://www.uwp.edu/live/services/studenthealth/servicemedfees.cfm']",3301,79.9,4.79,4,2,2,0.026,0.652,0.088,"[-1, -1]",1,"['https://www.uwp.edu/live/services/studenthealth', 'https://www.uwp.edu/live/services/studenthealth/upload/Privacy-Guidelines-final.doc']",1
University of Wisconsin Stout,https://www.uwstout.edu/life-stout/student-services/student-health-services,,,,,,,,,,,,,,,0
University of Wisconsin Superior,https://www.uwsuper.edu/shcs,1,['https://www.uwsuper.edu/shcs/physicalhealth/arcw.cfm'],727,82.94,4.27,2,1,1,0.026,0.541,0.285,[-1],1,"['https://www.uwsuper.edu/shcs', 'https://www.uwsuper.edu/shcs/physicalhealth/arcw.cfm']",1
University of Wisconsin Madison,https://www.uhs.wisc.edu,10,"['https://www.uhs.wisc.edu/womens-health-clinic/contraception/', 'https://www.uhs.wisc.edu/hpv101/', 'https://www.uhs.wisc.edu/hiv-post-exposure-prevention/', 'https://www.uhs.wisc.edu/spring-break-travel-tips/', 'https://www.uhs.wisc.edu/medical/sexually-transmitted-infections/', 'https://www.uhs.wisc.edu/travelers-checklist/', 'https://www.uhs.wisc.edu/medical/trans-health/informed-consent-for-hormone-therapy-for-feminizing-hormones/', 'https://www.uhs.wisc.edu/medical/trans-health/informed-consent-for-hormone-therapy-for-masculinizing-hormones/', 'https://www.uhs.wisc.edu/wp-content/uploads/2020/05/Trans-sheets-both-CROPPED-Masculine-FORM.pdf']",5337,73.81,6.79,14,8,6,0.045,0.545,0.147,"[-1, -1, -1, -1, -1, -1, -1, -1, 'Thu, 28 May 2020 20:24:01 GMT', 'Thu, 28 May 2020 20:24:03 GMT']",1,"['https://www.uhs.wisc.edu', 'https://www.uhs.wisc.edu/hiv-post-exposure-prevention/']",1
University of Wisconsin Milwaukee,https://uwm.edu/norris,,,,,,,,,,,,,,,0
University of Wisconsin Platteville,https://www.uwplatt.edu/university-services,,,,,,,,,,,,,,,0
University of Wisconsin River Falls,https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices,1,['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm'],907,73.76,5.92,6,3,3,0.047,0.61,0.148,[-1],1,"['https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices', 'https://www.uwrf.edu/StudentHealthAndCounseling/StudentHealthServices/PCRHS.cfm']",1
University of Wisconsin Stevens Point,https://www.uwsp.edu/stuhealth/Pages,10,"['https://www.uwsp.edu/stuhealth/Pages/Condom-Fairy-Sign-Up.aspx', 'https://www.uwsp.edu/stuhealth/Pages/WhoWeAre.aspx', 'https://www.uwsp.edu/stuhealth/Pages/HPV2.aspx', 'https://www.uwsp.edu/stuhealth/Pages/HPV1.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/Sexual-Health.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/LGBTQ.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/Transgender-Care.aspx', 'https://www.uwsp.edu/stuhealth/Pages/STI.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Patient%20Information/Family-Planning.aspx', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/General%20Health%20Information.aspx']",9977,69.97,7.14,100,70,30,0.119,0.522,0.23,"['Wed, 16 Sep 2020 20:58:25 GMT', 'Wed, 16 Sep 2020 20:58:25 GMT', 'Wed, 16 Sep 2020 20:58:26 GMT', 'Wed, 16 Sep 2020 20:58:26 GMT', 'Wed, 16 Sep 2020 20:58:26 GMT', 'Wed, 16 Sep 2020 20:58:27 GMT', 'Wed, 16 Sep 2020 20:58:27 GMT', 'Wed, 16 Sep 2020 20:58:27 GMT', 'Wed, 16 Sep 2020 20:58:28 GMT', 'Wed, 16 Sep 2020 20:58:28 GMT']",1,"['https://www.uwsp.edu/stuhealth/Pages', 'https://www.uwsp.edu/stuhealth/Pages/Health%20Information/General%20Health%20Information.aspx']",1
University of Wyoming,http://www.uwyo.edu/shser,,,,,,,,,,,,,,,0
Purdue University Main Campus,https://www.purdue.edu/push,,,,,,,,,,,,,,,0
New College of Florida,https://www.ncf.edu/cwc/student-health-services,,,,,,,,,,,,,,,0
Pennsylvania College of Technology,https://www.pct.edu/campus-life/college-health-services,1,['https://www.pct.edu/campus-life/college-health-services'],1183,70.49,6.2,1,1,0,0.023,0.495,0.047,"['Wed, 16 Sep 2020 19:53:58 GMT']",0,['https://www.pct.edu/campus-life/college-health-services'],1
California State University San Marcos,https://www.csusm.edu/shcs,8,"['https://www.csusm.edu/shcs/fpact/services.html', 'https://www.csusm.edu/shcs/medicalservices/women.html', 'https://www.csusm.edu/shcs/generalinfo/generalinfo-file/healthhistory2019.pdf', 'https://www.csusm.edu/shcs/medicalservices/medicalservice-files/depofactsheet.doc']",878,78.94,4.55,4,2,2,0.034,0.502,0.271,"[-1, -1, 'Thu, 14 Sep 2017 15:56:45 GMT', 'Mon, 16 Sep 2019 23:10:07 GMT', 'Thu, 14 Sep 2017 15:56:44 GMT', 'Thu, 14 Sep 2017 15:56:46 GMT', 'Thu, 14 Sep 2017 15:56:46 GMT', 'Thu, 14 Sep 2017 15:56:47 GMT']",1,"['https://www.csusm.edu/shcs', 'https://www.csusm.edu/shcs/fpact/services.html']",1
University of Washington Tacoma Campus,https://www.tacoma.uw.edu/student-health-services,1,['https://www.tacoma.uw.edu/student-health-services/sexually-transmitted-diseases-stds'],1430,73.94,7.13,4,2,2,0.034,0.285,0.314,"['Wed, 16 Sep 2020 21:00:39 GMT']",-1,[],1
Arizona State University West,https://eoss.asu.edu/health,,,,,,,,,,,,,,,0
California State University Monterey Bay,https://csumb.edu/health,1,['https://csumb.edu/health/medical-services-available-chc/'],507,62.77,9.83,2,1,1,0.023,0.487,0.066,[-1],1,"['https://csumb.edu/health', 'https://csumb.edu/health/medical-services-available-chc']",1
Arizona State University Polytechnic,https://eoss.asu.edu/health,,,,,,,,,,,,,,,0
Florida Gulf Coast University,https://www.fgcu.edu/studentlife/studenthealth,,,,,,,,,,,,,,,0
California State University Channel Islands,https://www.csuci.edu/studenthealth,3,"['https://www.csuci.edu/studenthealth/resources.htm', 'https://www.csuci.edu/studenthealth/our-services.htm']",674,19.39,15.69,2,1,1,0.035,0.775,0.07,"[-1, -1, 'Tue, 26 May 2020 15:19:58 GMT']",1,"['https://www.csuci.edu/studenthealth', 'https://www.csuci.edu/studenthealth/our-services.htm']",1
University of California Merced,https://health.ucmerced.edu,8,"['https://health.ucmerced.edu/services/mens-health', 'https://health.ucmerced.edu/news/2018/pre-exposure-prophylaxis-prep-hiv-prevention', 'https://health.ucmerced.edu/services/womens-health', 'https://health.ucmerced.edu/sites/health.ucmerced.edu/files/page/documents/ncha_2008_survey_0.pdf', 'https://health.ucmerced.edu/sites/health.ucmerced.edu/files/page/documents/fall_2011_ncha.pdf']",4485,81.07,5.82,36,22,14,0.071,0.554,0.214,"['Wed, 16 Sep 2020 21:01:13 GMT', 'Wed, 16 Sep 2020 21:01:14 GMT', 'Wed, 26 Apr 2017 17:09:14 GMT', 'Wed, 16 Sep 2020 21:01:14 GMT', 'Thu, 01 Mar 2018 23:30:28 GMT', 'Thu, 01 Mar 2018 23:29:14 GMT', 'Thu, 01 Mar 2018 23:30:14 GMT', 'Thu, 01 Mar 2018 23:29:52 GMT']",1,"['https://health.ucmerced.edu', 'https://health.ucmerced.edu/services/mens-health']",1
Georgia Gwinnett College,https://www.ggc.edu/student-life/student-services/health-services,1,['https://www.ggc.edu/student-life/student-services/health-services/'],1645,58.57,8.19,4,2,2,0.028,0.628,0.098,[-1],1,"['https://www.ggc.edu/student-life/student-services/health-services', 'https://www.ggc.edu/student-life/student-services/health-services/']",1
University of South Florida St Petersburg,https://www.stpetersburg.usf.edu/student-life/wellness,4,"['https://www.stpetersburg.usf.edu/student-life/wellness/prevention-services/self-help/sexual-health.aspx', 'https://www.stpetersburg.usf.edu/student-life/wellness/prevention-services/outreach.aspx']",2638,74.21,5.98,1,1,0,0.025,0.467,0.314,"[-1, 'Tue, 26 May 2020 15:33:22 GMT', 'Tue, 26 May 2020 15:33:21 GMT', -1]",1,"['https://www.stpetersburg.usf.edu/student-life/wellness', 'https://www.stpetersburg.usf.edu/student-life/wellness/prevention-services/outreach.aspx']",1
University of South Florida Sarasota Manatee,https://www.sarasotamanatee.usf.edu/campus-life/health-and-safety/counseling-and-wellness-center,,,,,,,,,,,,,,,0
Augusta University,https://www.augusta.edu/shs,7,"['https://www.augusta.edu/shs/safe_sex_supplies.php', 'https://www.augusta.edu/shs/mens-sexual-health.php', 'https://www.augusta.edu/shs/birth-control-methods.php', 'https://www.augusta.edu/shs/onlineresources.php', 'https://www.augusta.edu/shs/blog.php', 'https://www.augusta.edu/shs/womens-health.php']",12409,79.15,4.75,41,28,13,0.08,0.512,0.155,"[-1, 'Tue, 26 Feb 2019 16:20:34 GMT', -1, -1, -1, -1, -1]",2,"['https://www.augusta.edu/shs', 'https://www.augusta.edu/shs/immunizations.php', 'https://www.augusta.edu/shs/onlineresources.php']",1
Middle Georgia State University,https://www.mga.edu/health-clinic,1,['https://www.mga.edu/health-clinic/health-topics.php'],5767,56.73,10.35,7,4,3,0.052,0.468,0.172,[-1],1,"['https://www.mga.edu/health-clinic', 'https://www.mga.edu/health-clinic/health-topics.php']",1
University of North Georgia,https://ung.edu/student-health-services,,,,,,,,,,,,,,,0
University of North Texas at Dallas,https://studentaffairs.unt.edu/student-health-and-wellness-center,10,"['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/condom-club', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/take-precautions-against-zika-virus-when-traveling', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/dont-forget-these-important-items-for-move-in', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/meadows-center-health-resources', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/what-to-bring-to-college', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/summer-brings-more-mosquitoes-take-necessary-precautions', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/billing-and-insurance/filing-commercial-insurance']",9231,67.46,7.86,72,48,24,0.099,0.567,0.091,"['Wed, 16 Sep 2020 20:37:12 GMT', 'Wed, 16 Sep 2020 20:37:12 GMT', 'Wed, 16 Sep 2020 20:48:13 GMT', 'Wed, 16 Sep 2020 20:37:12 GMT', 'Wed, 16 Sep 2020 20:37:13 GMT', 'Wed, 16 Sep 2020 20:37:13 GMT', 'Wed, 16 Sep 2020 20:37:13 GMT', 'Wed, 16 Sep 2020 21:03:13 GMT', 'Wed, 16 Sep 2020 20:37:13 GMT', 'Wed, 16 Sep 2020 20:36:28 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
Kennesaw State University,https://studenthealth.kennesaw.edu,,,,,,,,,,,,,,,0
Purdue University Northwest,https://www.pnw.edu/health-care-facilities,,,,,,,,,,,,,,,0
